@relation weka

@attribute Tipodeusuario {NewVisitor,ReturningVisitor}
@attribute Fecha numeric
@attribute Sesiones numeric
@attribute PorcentajeNuevasSesiones numeric
@attribute Usuariosnuevos numeric
@attribute Porcentajedrebote numeric
@attribute Paginassesion numeric
@attribute Duracionmedia numeric
@attribute Porcentajedconversionesdelobjetivo numeric
@attribute Objetivoscumplidos numeric
@attribute Valordelobjetivo numeric

@data
ReturningVisitor,20170522,981,0,0,81.04,1.33,91.61,0,0,0
ReturningVisitor,20170305,977,0,0,86.59,1.25,61.56,0,0,0
NewVisitor,20151115,975,100,975,90.67,1.2,40.49,0,0,0
NewVisitor,20170330,975,100,975,86.87,1.21,34.51,0,0,0
ReturningVisitor,20161026,972,0,0,86.11,1.56,51.83,0,0,0
NewVisitor,20160915,971,100,971,90.73,1.16,26.94,0,0,0
NewVisitor,20151215,970,100,970,91.44,1.12,37.06,0,0,0
ReturningVisitor,20170206,969,0,0,85.86,1.29,67.07,0,0,0
NewVisitor,20170227,967,100,967,79.73,1.33,51.44,0,0,0
ReturningVisitor,20161109,967,0,0,84.8,1.29,70.85,0,0,0
NewVisitor,20170725,966,100,966,83.02,1.34,59.89,0,0,0
ReturningVisitor,20170607,966,0,0,86.13,1.32,83.98,0,0,0
NewVisitor,20161130,965,100,965,59.79,1.54,37.23,0,0,0
ReturningVisitor,20160922,965,0,0,86.01,1.26,87.39,0,0,0
NewVisitor,20170419,960,100,960,86.77,1.22,37.8,0,0,0
NewVisitor,20170516,958,100,958,88.73,1.2,24.02,0,0,0
ReturningVisitor,20170316,956,0,0,84.73,1.24,64.86,0,0,0
NewVisitor,20151201,955,100,955,90.26,1.17,24.91,0,0,0
NewVisitor,20170617,953,100,953,89.19,1.21,36.23,0,0,0
ReturningVisitor,20161029,953,0,0,55.51,1.83,89.68,0,0,0
ReturningVisitor,20170623,952,0,0,88.24,1.2,48.08,0,0,0
NewVisitor,20170331,951,100,951,87.49,1.19,44.95,0,0,0
ReturningVisitor,20161110,951,0,0,84.23,1.36,85.39,0,0,0
ReturningVisitor,20160614,949,0,0,86.51,1.25,55.18,0,0,0
ReturningVisitor,20170227,949,0,0,81.77,1.32,74.78,0,0,0
NewVisitor,20170703,948,100,948,87.55,1.28,45.31,0,0,0
NewVisitor,20170726,944,100,944,84.75,1.34,57.49,0,0,0
NewVisitor,20160212,943,100,943,91.62,1.24,30.01,0,0,0
ReturningVisitor,20170406,941,0,0,87.67,1.23,41.29,0,0,0
ReturningVisitor,20170614,941,0,0,86.93,1.26,65.7,0,0,0
NewVisitor,20160901,938,100,938,88.49,1.19,46.84,0,0,0
NewVisitor,20160617,937,100,937,89.43,1.21,41.16,0,0,0
ReturningVisitor,20161108,935,0,0,81.5,1.4,81.31,0,0,0
ReturningVisitor,20170704,935,0,0,84.39,1.4,76.96,0,0,0
NewVisitor,20160804,932,100,932,88.09,1.28,43.51,0,0,0
NewVisitor,20170102,932,100,932,88.63,1.2,31.99,0,0,0
NewVisitor,20161017,931,100,931,89.37,1.22,31.17,0,0,0
ReturningVisitor,20170702,931,0,0,87.86,1.26,58.41,0,0,0
ReturningVisitor,20170727,931,0,0,82.71,1.35,75.05,0,0,0
NewVisitor,20161019,929,100,929,87.41,1.25,48.85,0,0,0
NewVisitor,20170218,929,100,929,89.88,1.21,44.93,0,0,0
ReturningVisitor,20170401,928,0,0,83.84,1.26,68.64,0,0,0
ReturningVisitor,20170722,925,0,0,82.59,1.34,68.13,0,0,0
NewVisitor,20160503,923,100,923,91.66,1.13,26.72,0,0,0
NewVisitor,20161108,923,100,923,86.89,1.27,42.12,0,0,0
NewVisitor,20170719,921,100,921,84.91,1.31,32.43,0,0,0
NewVisitor,20170727,918,100,918,82.03,1.29,39.89,0,0,0
NewVisitor,20160622,917,100,917,88.66,1.18,21.42,0,0,0
NewVisitor,20160709,916,100,916,92.25,1.26,35.74,0,0,0
NewVisitor,20170121,916,100,916,89.41,1.21,44.98,0,0,0
ReturningVisitor,20170712,916,0,0,85.04,1.37,65.39,0,0,0
NewVisitor,20161021,915,100,915,89.29,1.22,40.2,0,0,0
NewVisitor,20170304,913,100,913,90.25,1.2,36.32,0,0,0
NewVisitor,20160811,912,100,912,90.35,1.18,31.92,0,0,0
ReturningVisitor,20170428,912,0,0,84.32,1.27,67.03,0,0,0
NewVisitor,20170313,911,100,911,84.19,1.27,52.58,0,0,0
NewVisitor,20170508,910,100,910,87.47,1.25,39.03,0,0,0
NewVisitor,20170614,910,100,910,88.46,1.22,35.9,0,0,0
NewVisitor,20160710,907,100,907,90.96,1.17,32.26,0,0,0
NewVisitor,20170424,905,100,905,89.83,1.2,32.63,0,0,0
ReturningVisitor,20170508,905,0,0,82.76,1.35,77,0,0,0
NewVisitor,20150811,903,100,903,94.68,1.09,13.66,0,0,0
ReturningVisitor,20170329,903,0,0,86.93,1.28,57.97,0,0,0
NewVisitor,20160726,902,100,902,92.02,1.13,18.41,0,0,0
NewVisitor,20170220,902,100,902,87.25,1.25,46.47,0,0,0
ReturningVisitor,20170118,898,0,0,86.19,1.25,53.3,0,0,0
NewVisitor,20160927,894,100,894,90.04,1.18,31.02,0,0,0
NewVisitor,20170317,894,100,894,87.36,1.21,30.48,0,0,0
NewVisitor,20170219,893,100,893,88.47,1.22,38.61,0,0,0
ReturningVisitor,20170221,892,0,0,85.76,1.29,75.44,0,0,0
NewVisitor,20170422,890,100,890,84.83,1.33,43.11,0,0,0
NewVisitor,20160608,889,100,889,90.33,1.15,31.08,0,0,0
ReturningVisitor,20160917,889,0,0,84.7,1.31,60.42,0,0,0
NewVisitor,20160903,887,100,887,89.52,1.19,29.86,0,0,0
NewVisitor,20170120,887,100,887,86.58,1.24,46.59,0,0,0
ReturningVisitor,20160512,886,0,0,83.07,1.63,91.07,0,0,0
NewVisitor,20170410,885,100,885,89.04,1.31,33.65,0,0,0
NewVisitor,20170320,883,100,883,86.52,1.26,57.95,0,0,0
NewVisitor,20170427,880,100,880,89.89,1.19,39.53,0,0,0
NewVisitor,20150529,879,100,879,89.42,1.16,36.44,0,0,0
ReturningVisitor,20170330,878,0,0,84.17,1.26,62.22,0,0,0
NewVisitor,20160916,877,100,877,85.86,1.23,51.44,0,0,0
ReturningVisitor,20170424,875,0,0,86.63,1.24,49.85,0,0,0
ReturningVisitor,20170121,873,0,0,86.48,1.28,67.88,0,0,0
ReturningVisitor,20170617,871,0,0,87.72,1.27,54.12,0,0,0
ReturningVisitor,20161219,863,0,0,88.64,1.37,57.04,0,0,0
ReturningVisitor,20161202,861,0,0,82.93,1.3,68.18,0,0,0
NewVisitor,20161226,859,100,859,90.34,1.15,23.65,0,0,0
ReturningVisitor,20160915,859,0,0,86.38,1.27,79.06,0,0,0
NewVisitor,20151113,858,100,858,88.58,1.22,36.93,0,0,0
NewVisitor,20150418,855,100,855,84.56,1.25,35.89,0,0,0
NewVisitor,20170116,855,100,855,88.65,1.2,39.38,0,0,0
NewVisitor,20161110,854,100,854,89.58,1.24,29.64,0,0,0
NewVisitor,20170505,854,100,854,91.8,1.11,23.18,0,0,0
ReturningVisitor,20160908,854,0,0,87,1.24,47.04,0,0,0
ReturningVisitor,20170726,854,0,0,82.32,1.43,68.66,0,0,0
ReturningVisitor,20170119,853,0,0,85.11,1.25,59.71,0,0,0
NewVisitor,20170522,851,100,851,88.13,1.2,39.98,0,0,0
ReturningVisitor,20170226,851,0,0,84.72,1.27,50.31,0,0,0
NewVisitor,20161105,850,100,850,88.47,1.25,41.69,0,0,0
ReturningVisitor,20170410,850,0,0,87.29,1.22,55.55,0,0,0
NewVisitor,20160519,849,100,849,86.81,1.3,58.18,0,0,0
NewVisitor,20170421,849,100,849,88.57,1.22,35.55,0,0,0
NewVisitor,20170311,846,100,846,85.58,1.33,51.81,0,0,0
NewVisitor,20170321,846,100,846,87.83,1.23,50.79,0,0,0
NewVisitor,20170210,845,100,845,87.81,1.29,43.42,0,0,0
NewVisitor,20161216,843,100,843,79,1.3,41.47,0,0,0
ReturningVisitor,20170224,841,0,0,86.8,1.27,64.6,0,0,0
NewVisitor,20170607,840,100,840,88.81,1.23,43.5,0,0,0
ReturningVisitor,20161018,840,0,0,88.93,1.27,49.85,0,0,0
NewVisitor,20170712,839,100,839,88.68,1.25,42.56,0,0,0
ReturningVisitor,20170120,839,0,0,86.53,1.31,68.73,0,0,0
ReturningVisitor,20161019,838,0,0,88.19,1.19,50.39,0,0,0
NewVisitor,20160924,836,100,836,89.95,1.21,42.65,0,0,0
ReturningVisitor,20170409,836,0,0,89.11,1.22,49.89,0,0,0
ReturningVisitor,20170407,835,0,0,88.38,1.27,42.18,0,0,0
ReturningVisitor,20170102,834,0,0,88.73,1.24,49.32,0,0,0
NewVisitor,20160413,833,100,833,92.32,1.12,23.08,0,0,0
NewVisitor,20160430,832,100,832,83.65,1.3,29.36,0,0,0
NewVisitor,20160725,829,100,829,93.24,1.11,20.33,0,0,0
ReturningVisitor,20161017,827,0,0,86.7,1.23,48.15,0,0,0
NewVisitor,20170723,824,100,824,83.86,1.26,39.88,0,0,0
NewVisitor,20160930,822,100,822,88.81,1.27,49.67,0,0,0
NewVisitor,20170118,822,100,822,89.54,1.19,26.2,0,0,0
ReturningVisitor,20161004,822,0,0,87.71,1.23,53.73,0,0,0
NewVisitor,20170124,819,100,819,88.16,1.25,52.01,0,0,0
NewVisitor,20151217,817,100,817,91.43,1.14,33.53,0,0,0
NewVisitor,20150806,816,100,816,90.44,1.21,33.49,0,0,0
NewVisitor,20161115,816,100,816,87.87,1.3,34.4,0,0,0
NewVisitor,20161223,812,100,812,89.16,1.19,23.34,0,0,0
ReturningVisitor,20170328,810,0,0,84.94,1.22,52.14,0,0,0
NewVisitor,20170308,809,100,809,85.66,1.31,40.44,0,0,0
NewVisitor,20170112,808,100,808,87.25,1.36,58.98,0,0,0
ReturningVisitor,20161217,807,0,0,87.48,1.2,50.43,0,0,0
ReturningVisitor,20160920,806,0,0,86.48,1.34,58.52,0,0,0
ReturningVisitor,20161128,804,0,0,84.45,1.31,76.77,0,0,0
ReturningVisitor,20170421,802,0,0,82.67,1.35,93.72,0,0,0
NewVisitor,20170117,800,100,800,88.25,1.27,42.15,0,0,0
ReturningVisitor,20170520,797,0,0,83.56,1.26,58.3,0,0,0
NewVisitor,20170623,796,100,796,88.69,1.24,31.11,0,0,0
NewVisitor,20170110,795,100,795,86.16,1.24,50.67,0,0,0
NewVisitor,20170624,794,100,794,89.29,1.18,43.98,0,0,0
ReturningVisitor,20170628,794,0,0,83.63,1.32,78.9,0,0,0
ReturningVisitor,20170111,792,0,0,84.85,1.35,75.54,0,0,0
ReturningVisitor,20170624,788,0,0,86.55,1.25,62.47,0,0,0
NewVisitor,20170212,787,100,787,86.28,1.32,56.94,0,0,0
ReturningVisitor,20170526,787,0,0,87.42,1.26,56.48,0,0,0
NewVisitor,20160727,786,100,786,89.44,1.17,25.91,0,0,0
NewVisitor,20161201,786,100,786,55.73,1.5,33.94,0,0,0
ReturningVisitor,20170110,786,0,0,86.26,1.27,58.19,0,0,0
NewVisitor,20160414,785,100,785,90.57,1.14,23.18,0,0,0
ReturningVisitor,20170427,785,0,0,84.46,1.29,71.9,0,0,0
NewVisitor,20150309,784,100,784,83.93,1.36,43.58,0,0,0
NewVisitor,20160720,779,100,779,91.01,1.18,30.32,0,0,0
ReturningVisitor,20161115,779,0,0,82.8,1.46,100.3,0,0,0
ReturningVisitor,20161229,779,0,0,90.12,1.29,37.13,0,0,0
NewVisitor,20170221,773,100,773,86.03,1.31,55.38,0,0,0
NewVisitor,20170509,773,100,773,86.29,1.26,40.71,0,0,0
ReturningVisitor,20170317,771,0,0,84.44,1.28,42.66,0,0,0
NewVisitor,20161109,769,100,769,89.6,1.21,32.25,0,0,0
ReturningVisitor,20160428,769,0,0,85.31,1.36,51.21,0,0,0
ReturningVisitor,20170313,769,0,0,84.79,1.26,65.4,0,0,0
NewVisitor,20151116,766,100,766,91.78,1.11,22.9,0,0,0
NewVisitor,20170513,766,100,766,89.82,1.17,31.39,0,0,0
ReturningVisitor,20170531,766,0,0,82.38,1.35,69.93,0,0,0
NewVisitor,20160317,763,100,763,92.4,1.13,25.96,0,0,0
ReturningVisitor,20161216,763,0,0,86.5,1.26,48.24,0,0,0
NewVisitor,20160909,760,100,760,90.39,1.13,24.18,0,0,0
NewVisitor,20161027,757,100,757,82.83,1.36,41.34,0,0,0
NewVisitor,20161114,754,100,754,87.8,1.26,26.34,0,0,0
ReturningVisitor,20170104,754,0,0,84.35,1.33,73.19,0,0,0
ReturningVisitor,20161105,753,0,0,85.79,1.47,66.87,0,0,0
ReturningVisitor,20170205,753,0,0,86.45,1.27,55.18,0,0,0
ReturningVisitor,20170402,752,0,0,84.04,1.27,56.67,0,0,0
ReturningVisitor,20170309,751,0,0,84.95,1.28,53.52,0,0,0
NewVisitor,20161206,750,100,750,64.27,1.45,46.92,0,0,0
NewVisitor,20170512,749,100,749,87.18,1.2,35.45,0,0,0
NewVisitor,20170514,747,100,747,90.5,1.15,29.63,0,0,0
NewVisitor,20150812,740,100,740,92.7,1.1,21.33,0,0,0
NewVisitor,20161016,739,100,739,92.96,1.1,14.39,0,0,0
NewVisitor,20170603,739,100,739,87.01,1.23,37.23,0,0,0
ReturningVisitor,20170512,738,0,0,82.93,1.35,68.92,0,0,0
ReturningVisitor,20170728,738,0,0,83.88,1.33,65.5,0,0,0
NewVisitor,20170429,737,100,737,86.16,1.25,52.48,0,0,0
ReturningVisitor,20161021,735,0,0,85.85,1.29,52.24,0,0,0
NewVisitor,20170318,733,100,733,84.72,1.26,42.79,0,0,0
NewVisitor,20161030,731,100,731,65.8,1.53,34.86,0,0,0
ReturningVisitor,20160513,730,0,0,84.38,1.37,92.53,0,0,0
NewVisitor,20161221,729,100,729,83.68,1.34,51.67,0,0,0
NewVisitor,20170521,728,100,728,90.11,1.2,27.28,0,0,0
NewVisitor,20161124,726,100,726,89.81,1.18,25.41,0,0,0
NewVisitor,20150716,724,100,724,86.6,1.29,37.34,0,0,0
NewVisitor,20160829,724,100,724,84.12,1.32,57.56,0,0,0
ReturningVisitor,20161207,722,0,0,81.44,1.36,70.1,0,0,0
ReturningVisitor,20160927,721,0,0,88.49,1.32,67.14,0,0,0
NewVisitor,20150717,717,100,717,86.47,1.25,35.98,0,0,0
ReturningVisitor,20170210,717,0,0,85.77,1.3,74.66,0,0,0
ReturningVisitor,20160905,716,0,0,84.08,1.29,61.51,0,0,0
NewVisitor,20170628,715,100,715,89.23,1.17,43.18,0,0,0
ReturningVisitor,20160615,714,0,0,87.11,1.24,54.71,0,0,0
NewVisitor,20151127,713,100,713,91.02,1.13,18.65,0,0,0
NewVisitor,20170711,713,100,713,85.55,1.3,51.32,0,0,0
ReturningVisitor,20161104,713,0,0,81.63,1.64,117.1,0,0,0
NewVisitor,20161207,712,100,712,85.96,1.31,56.5,0,0,0
NewVisitor,20170104,712,100,712,88.62,1.18,38.28,0,0,0
NewVisitor,20170115,711,100,711,88.05,1.45,48.82,0,0,0
ReturningVisitor,20170708,710,0,0,80.7,1.42,76.78,0,0,0
ReturningVisitor,20170723,710,0,0,84.93,1.3,51.99,0,0,0
ReturningVisitor,20161226,707,0,0,85.15,1.28,72.19,0,0,0
ReturningVisitor,20170719,706,0,0,83.85,1.32,59.7,0,0,0
NewVisitor,20160714,705,100,705,92.77,1.19,39.59,0,0,0
ReturningVisitor,20161015,705,0,0,88.23,1.31,40.01,0,0,0
NewVisitor,20170402,704,100,704,86.22,1.23,39.11,0,0,0
NewVisitor,20170312,700,100,700,86,1.26,46.54,0,0,0
NewVisitor,20161214,699,100,699,54.94,1.56,61.13,0,0,0
ReturningVisitor,20170509,699,0,0,87.12,1.24,65.7,0,0,0
ReturningVisitor,20170710,699,0,0,86.27,1.28,53.93,0,0,0
NewVisitor,20161203,696,100,696,80.6,1.3,38.56,0,0,0
NewVisitor,20150530,693,100,693,92.06,1.13,20.19,0,0,0
ReturningVisitor,20160806,693,0,0,84.85,1.3,69.51,0,0,0
ReturningVisitor,20170416,691,0,0,85.67,1.29,88.15,0,0,0
ReturningVisitor,20170513,685,0,0,85.4,1.33,81.06,0,0,0
NewVisitor,20160818,684,100,684,87.28,1.22,27.36,0,0,0
ReturningVisitor,20160723,682,0,0,87.39,1.21,53.24,0,0,0
NewVisitor,20170728,678,100,678,85.69,1.24,28.72,0,0,0
ReturningVisitor,20170219,678,0,0,89.68,1.21,48,0,0,0
NewVisitor,20170618,673,100,673,87.96,1.23,57.82,0,0,0
NewVisitor,20161022,672,100,672,85.42,1.29,56.16,0,0,0
NewVisitor,20170416,668,100,668,87.28,1.24,34.01,0,0,0
NewVisitor,20170729,666,100,666,85.59,1.3,45.95,0,0,0
NewVisitor,20161208,664,100,664,89.91,1.18,31.72,0,0,0
NewVisitor,20151009,663,100,663,86.88,1.22,43.2,0,0,0
ReturningVisitor,20160805,662,0,0,81.72,1.41,87.42,0,0,0
ReturningVisitor,20160921,662,0,0,82.93,1.37,91.34,0,0,0
ReturningVisitor,20160925,661,0,0,93.8,1.1,25.2,0,0,0
NewVisitor,20170511,660,100,660,88.03,1.3,40.33,0,0,0
ReturningVisitor,20170801,660,0,0,82.42,1.35,85.6,0,0,0
NewVisitor,20160422,657,100,657,84.17,1.25,45.4,0,0,0
ReturningVisitor,20161008,657,0,0,84.02,1.28,73.1,0,0,0
ReturningVisitor,20170729,657,0,0,78.54,1.37,83.54,0,0,0
ReturningVisitor,20161130,655,0,0,77.71,1.48,64.68,0,0,0
ReturningVisitor,20160906,653,0,0,82.24,1.33,69.58,0,0,0
ReturningVisitor,20170127,652,0,0,85.74,1.3,60.37,0,0,0
ReturningVisitor,20160916,649,0,0,84.59,1.3,74.77,0,0,0
ReturningVisitor,20170325,648,0,0,87.65,1.18,40.79,0,0,0
NewVisitor,20160314,646,100,646,92.41,1.18,17.96,0,0,0
NewVisitor,20150908,645,100,645,91.01,1.17,20.76,0,0,0
ReturningVisitor,20160426,645,0,0,89.46,1.19,34.59,0,0,0
NewVisitor,20160301,644,100,644,90.68,1.21,43.58,0,0,0
NewVisitor,20170127,642,100,642,87.85,1.36,35.95,0,0,0
ReturningVisitor,20161205,642,0,0,83.64,1.42,88.51,0,0,0
NewVisitor,20170510,641,100,641,85.8,1.26,43.99,0,0,0
NewVisitor,20151214,640,100,640,91.09,1.14,34.87,0,0,0
NewVisitor,20170414,639,100,639,85.13,1.33,61.55,0,0,0
NewVisitor,20160505,638,100,638,90.75,1.2,26.54,0,0,0
NewVisitor,20161205,635,100,635,85.51,1.4,58.24,0,0,0
ReturningVisitor,20161220,635,0,0,80.94,1.39,71.73,0,0,0
ReturningVisitor,20170514,635,0,0,90.08,1.17,36.47,0,0,0
ReturningVisitor,20170203,634,0,0,85.96,1.33,61.37,0,0,0
NewVisitor,20161129,633,100,633,70.14,1.4,56.42,0,0,0
NewVisitor,20170801,633,100,633,83.41,1.33,55.79,0,0,0
NewVisitor,20161120,632,100,632,85.92,1.27,45.14,0,0,0
ReturningVisitor,20160804,632,0,0,81.8,1.4,77.43,0,0,0
ReturningVisitor,20161027,630,0,0,78.1,1.63,85.13,0,0,0
NewVisitor,20160809,629,100,629,91.1,1.2,32.07,0,0,0
NewVisitor,20170417,628,100,628,86.78,1.23,51.88,0,0,0
NewVisitor,20170731,627,100,627,85.01,1.39,45.25,0,0,0
ReturningVisitor,20170304,627,0,0,87.56,1.27,43.79,0,0,0
NewVisitor,20160907,626,100,626,88.66,1.2,18.54,0,0,0
ReturningVisitor,20170711,625,0,0,81.76,1.39,76.5,0,0,0
NewVisitor,20170126,622,100,622,86.98,1.29,59.26,0,0,0
NewVisitor,20170423,622,100,622,86.01,1.27,51.14,0,0,0
ReturningVisitor,20170214,622,0,0,84.73,1.36,85.25,0,0,0
NewVisitor,20160808,621,100,621,88.24,1.35,47.75,0,0,0
NewVisitor,20170109,618,100,618,85.11,1.38,56.11,0,0,0
NewVisitor,20161104,612,100,612,85.62,1.37,56.66,0,0,0
NewVisitor,20161128,611,100,611,88.71,1.23,46.71,0,0,0
ReturningVisitor,20160929,611,0,0,85.6,1.24,71.75,0,0,0
ReturningVisitor,20170319,610,0,0,83.61,1.38,83.28,0,0,0
NewVisitor,20150304,609,100,609,84.73,1.29,37.74,0,0,0
NewVisitor,20160913,609,100,609,86.7,1.24,37.98,0,0,0
NewVisitor,20160621,608,100,608,89.47,1.23,41.23,0,0,0
NewVisitor,20170108,608,100,608,87.01,1.23,49.61,0,0,0
ReturningVisitor,20170417,608,0,0,86.02,1.38,105.7,0,0,0
ReturningVisitor,20170318,607,0,0,83.2,1.33,73.5,0,0,0
ReturningVisitor,20170603,605,0,0,84.63,1.33,90.16,0,0,0
ReturningVisitor,20170618,604,0,0,88.41,1.17,35.9,0,0,0
NewVisitor,20170123,603,100,603,86.9,1.25,40.45,0,0,0
NewVisitor,20170319,601,100,601,87.19,1.26,36.3,0,0,0
ReturningVisitor,20160904,601,0,0,84.53,1.27,60.93,0,0,0
ReturningVisitor,20161204,601,0,0,88.02,1.27,65.61,0,0,0
ReturningVisitor,20161124,600,0,0,79.67,1.52,103.66,0,0,0
NewVisitor,20161213,599,100,599,71.79,1.35,37.15,0,0,0
NewVisitor,20170502,594,100,594,86.87,1.24,43.2,0,0,0
ReturningVisitor,20160803,594,0,0,86.87,1.22,45.16,0,0,0
NewVisitor,20170506,593,100,593,86.51,1.2,43.11,0,0,0
NewVisitor,20161215,592,100,592,62.84,1.47,57.11,0,0,0
NewVisitor,20160208,591,100,591,89,1.2,50.91,0,0,0
NewVisitor,20161031,591,100,591,69.71,1.55,55.9,0,0,0
NewVisitor,20161209,589,100,589,82.85,2.14,45.56,0,0,0
NewVisitor,20160620,587,100,587,90.29,1.18,26.88,0,0,0
ReturningVisitor,20161103,586,0,0,82.94,1.44,90.35,0,0,0
NewVisitor,20150330,585,100,585,86.67,1.23,27.3,0,0,0
NewVisitor,20170125,582,100,582,83.51,1.43,50.71,0,0,0
NewVisitor,20160912,581,100,581,84.51,1.34,64.02,0,0,0
NewVisitor,20161116,580,100,580,85.86,1.32,41.95,0,0,0
ReturningVisitor,20160909,578,0,0,83.56,1.29,69.73,0,0,0
ReturningVisitor,20151216,575,0,0,84,1.32,80.13,0,0,0
NewVisitor,20160416,571,100,571,91.24,1.16,23.81,0,0,0
NewVisitor,20160618,569,100,569,89.1,1.17,26.87,0,0,0
NewVisitor,20161204,569,100,569,88.93,1.24,44.88,0,0,0
ReturningVisitor,20160903,569,0,0,84.71,1.32,67.09,0,0,0
ReturningVisitor,20161114,568,0,0,86.8,1.27,60.11,0,0,0
NewVisitor,20161103,566,100,566,85.51,1.26,44.15,0,0,0
ReturningVisitor,20160620,565,0,0,87.79,1.22,45.88,0,0,0
ReturningVisitor,20170116,562,0,0,87.37,1.22,54.46,0,0,0
ReturningVisitor,20160608,561,0,0,86.1,1.33,67.11,0,0,0
ReturningVisitor,20161102,561,0,0,54.19,1.88,80.72,0,0,0
NewVisitor,20170517,559,100,559,86.76,1.35,46.1,0,0,0
ReturningVisitor,20151110,559,0,0,84.97,1.26,60.06,0,0,0
ReturningVisitor,20161030,558,0,0,69.53,1.81,66.72,0,0,0
NewVisitor,20151112,555,100,555,89.01,1.16,32.28,0,0,0
NewVisitor,20170518,554,100,554,86.28,1.29,48.17,0,0,0
NewVisitor,20160116,552,100,552,91.12,1.2,34.89,0,0,0
NewVisitor,20160131,552,100,552,92.21,1.14,27.96,0,0,0
NewVisitor,20160619,552,100,552,90.58,1.15,31.27,0,0,0
NewVisitor,20161113,551,100,551,86.03,1.25,20.68,0,0,0
NewVisitor,20170128,551,100,551,88.38,1.27,39.44,0,0,0
NewVisitor,20160520,549,100,549,87.43,1.23,47.23,0,0,0
ReturningVisitor,20170414,548,0,0,85.4,1.32,70.69,0,0,0
ReturningVisitor,20161203,547,0,0,83.91,1.36,81.2,0,0,0
NewVisitor,20160501,545,100,545,85.32,1.26,20.35,0,0,0
ReturningVisitor,20161120,541,0,0,83.55,1.52,105.35,0,0,0
NewVisitor,20160421,537,100,537,85.85,1.3,39.63,0,0,0
ReturningVisitor,20160427,537,0,0,86.03,1.3,64.96,0,0,0
ReturningVisitor,20170123,535,0,0,82.62,1.31,82.04,0,0,0
ReturningVisitor,20160425,534,0,0,88.01,1.28,65.4,0,0,0
NewVisitor,20160812,533,100,533,91.37,1.21,33.81,0,0,0
NewVisitor,20161102,532,100,532,58.08,1.64,46.83,0,0,0
ReturningVisitor,20170112,531,0,0,84.56,1.37,82.73,0,0,0
NewVisitor,20170415,529,100,529,84.12,1.3,55.72,0,0,0
ReturningVisitor,20160531,527,0,0,81.59,1.42,111.2,0,0,0
NewVisitor,20170501,526,100,526,85.74,1.29,45.09,0,0,0
NewVisitor,20170730,526,100,526,84.03,1.29,41.2,0,0,0
NewVisitor,20160213,525,100,525,90.67,1.17,28.47,0,0,0
ReturningVisitor,20161223,525,0,0,88,1.28,43.71,0,0,0
NewVisitor,20150303,524,100,524,85.69,1.39,29.93,0,0,0
ReturningVisitor,20170108,522,0,0,86.78,1.29,62.7,0,0,0
NewVisitor,20161224,520,100,520,90.38,1.13,21.52,0,0,0
ReturningVisitor,20161209,520,0,0,86.15,1.33,68.9,0,0,0
ReturningVisitor,20170415,520,0,0,86.35,1.31,69.32,0,0,0
ReturningVisitor,20170511,520,0,0,82.31,1.4,85.29,0,0,0
ReturningVisitor,20161119,519,0,0,84.01,1.55,86.08,0,0,0
ReturningVisitor,20161129,519,0,0,79.19,1.34,81.6,0,0,0
ReturningVisitor,20160412,516,0,0,89.53,1.2,62.61,0,0,0
ReturningVisitor,20160802,516,0,0,85.85,1.2,63.31,0,0,0
ReturningVisitor,20160713,514,0,0,85.8,1.26,83.72,0,0,0
ReturningVisitor,20170126,514,0,0,85.6,1.24,54.53,0,0,0
NewVisitor,20160205,513,100,513,89.08,1.17,25.25,0,0,0
NewVisitor,20160823,513,100,513,90.06,1.17,27.86,0,0,0
ReturningVisitor,20160901,513,0,0,85.38,1.22,50.99,0,0,0
ReturningVisitor,20161206,513,0,0,77.58,1.43,105.29,0,0,0
NewVisitor,20170105,511,100,511,87.87,1.21,38.58,0,0,0
ReturningVisitor,20170510,510,0,0,84.71,1.34,75.73,0,0,0
ReturningVisitor,20161113,509,0,0,87.43,1.29,57.48,0,0,0
NewVisitor,20150302,508,100,508,84.84,1.32,45.46,0,0,0
ReturningVisitor,20170125,507,0,0,83.63,1.44,81.47,0,0,0
NewVisitor,20160721,506,100,506,89.92,1.25,29.49,0,0,0
ReturningVisitor,20151109,506,0,0,86.56,1.33,56.15,0,0,0
NewVisitor,20160609,505,100,505,89.7,1.19,40.8,0,0,0
NewVisitor,20160830,505,100,505,82.57,1.33,46.76,0,0,0
NewVisitor,20160722,504,100,504,93.45,1.11,28.14,0,0,0
ReturningVisitor,20170311,501,0,0,85.03,1.3,56,0,0,0
NewVisitor,20151218,497,100,497,91.35,1.16,37.46,0,0,0
NewVisitor,20160419,497,100,497,88.33,1.23,37.4,0,0,0
NewVisitor,20151102,495,100,495,87.07,1.27,57.05,0,0,0
NewVisitor,20151223,495,100,495,88.89,1.26,23.22,0,0,0
ReturningVisitor,20161112,494,0,0,86.84,1.36,55.99,0,0,0
NewVisitor,20150925,492,100,492,91.26,1.13,20.95,0,0,0
ReturningVisitor,20160818,490,0,0,88.78,1.26,40.42,0,0,0
ReturningVisitor,20160621,489,0,0,86.09,1.25,41.39,0,0,0
NewVisitor,20160415,488,100,488,86.48,1.18,45.81,0,0,0
NewVisitor,20160819,488,100,488,90.16,1.18,32.32,0,0,0
NewVisitor,20150321,487,100,487,83.37,1.43,54.03,0,0,0
